city,city_ascii,region_id,lat,lng,population,density,id
Kinsley,Kinsley,KS,37.9224,-99.4114,1441,437.2,1840001677
Dawson,Dawson,MN,44.929,-96.0504,1440,404.6,1840006743
Ravenna,Ravenna,NE,41.0275,-98.8945,1440,340.6,1840000958
Lavalette,Lavalette,WV,38.3224,-82.4479,1440,186,1840025674
Hampton,Hampton,TN,36.2772,-82.1728,1440,138.9,1840036048
Brookside Village,Brookside Village,TX,29.5908,-95.3179,1439,267.1,1840019674
Lone Oak,Lone Oak,TN,35.2007,-85.3685,1439,75.5,1840025820
Wellington,Wellington,UT,39.5358,-110.7344,1439,113.3,1840021435
Arnold Line,Arnold Line,MS,31.3372,-89.3771,1439,384,1840025971
Elk Rapids,Elk Rapids,MI,44.8949,-85.4053,1438,358.1,1840010923
Wortham,Wortham,TX,31.7897,-96.461,1438,252.4,1840023109
Atkinson,Atkinson,NE,42.5309,-98.9747,1438,331.1,1840006917
Rossmoyne,Rossmoyne,OH,39.2153,-84.3888,1438,1150.1,1840034306
Tonto Basin,Tonto Basin,AZ,33.837,-111.2999,1437,21,1840019264
Glasgow,Glasgow,VA,37.6348,-79.4514,1437,329.7,1840006315
Greenwich,Greenwich,OH,41.0318,-82.5198,1436,378.9,1840011706
Rolling Hills,Rolling Hills,CA,33.7601,-118.3471,1436,185.8,1840020493
Galesville,Galesville,WI,44.0839,-91.358,1436,482.7,1840002387
Benton,Benton,TN,35.1749,-84.6516,1436,159.9,1840015475
South Shore,South Shore,KY,38.7224,-82.9647,1436,756.9,1840015184
Newberry,Newberry,MI,46.3538,-85.5098,1436,510.6,1840010916
Sutherland,Sutherland,NE,41.1601,-101.1229,1436,473.8,1840011651
Woodsboro,Woodsboro,TX,28.2379,-97.3254,1435,735.2,1840023165
Langston,Langston,OK,35.9308,-97.2807,1435,46.1,1840021683
Ransomville,Ransomville,NY,43.2396,-78.9129,1435,99.4,1840004268
Stanton,Stanton,MI,43.2928,-85.0789,1435,243.6,1840002875
Greenback,Greenback,TN,35.6487,-84.1725,1435,57.3,1840013401
Ronceverte,Ronceverte,WV,37.7503,-80.4715,1435,368.5,1840006286
Bloomfield,Bloomfield,NY,42.8991,-77.4242,1435,407.1,1840034027
Harwich Center,Harwich Center,MA,41.6923,-70.0694,1435,237.4,1840073418
New Paris,New Paris,IN,41.5005,-85.8249,1434,424.2,1840004815
Booker,Booker,TX,36.4561,-100.5402,1433,529.1,1840021669
Kingsley,Kingsley,IA,42.5864,-95.9679,1433,349,1840008021
New Buffalo,New Buffalo,MI,41.7922,-86.7424,1433,252.4,1840003211
Byers,Byers,CO,39.7101,-104.219,1433,45.1,1840017543
Olivet,Olivet,NJ,39.5402,-75.1727,1432,205,1840005592
Greenville,Greenville,IN,38.3716,-85.9826,1432,583.3,1840010814
Purdy,Purdy,MO,36.8187,-93.9206,1432,785.2,1840009933
Ainsworth,Ainsworth,NE,42.5485,-99.8576,1432,636.5,1840006919
Walls,Walls,MS,34.9257,-90.1604,1431,46.2,1840001788
Fort Belknap Agency,Fort Belknap Agency,MT,48.4278,-108.6829,1431,12.9,1840017305
Albers,Albers,IL,38.5452,-89.6142,1431,629.6,1840010765
Stuart,Stuart,VA,36.6404,-80.2687,1431,200.4,1840006549
Glide,Glide,OR,43.3029,-123.0666,1431,49.3,1840017438
Nokesville,Nokesville,VA,38.694,-77.5757,1431,55.1,1840006096
Surrey,Surrey,ND,48.2433,-101.1333,1430,193.9,1840001869
Minorca,Minorca,LA,31.5725,-91.4884,1430,149.3,1840025947
Cypress Quarters,Cypress Quarters,FL,27.2479,-80.8115,1430,219.3,1840013126
Vanceburg,Vanceburg,KY,38.5944,-83.3245,1430,369.2,1840015187
Schwenksville,Schwenksville,PA,40.2574,-75.4662,1429,1380.5,1840001377
Orfordville,Orfordville,WI,42.6294,-89.2572,1429,471.8,1840002474
Brodhead,Brodhead,KY,37.4027,-84.4144,1429,343.1,1840013241
Durand,Durand,IL,42.4338,-89.3268,1429,627.3,1840011120
Purdy,Purdy,WA,47.3934,-122.6117,1429,245.6,1840023838
Montello,Montello,WI,43.794,-89.3333,1429,283.6,1840002595
West Sharyland,West Sharyland,TX,26.2719,-98.3404,1428,527.9,1840037087
Continental,Continental,OH,41.1001,-84.2727,1428,463.6,1840011752
Wyoming,Wyoming,IL,41.0639,-89.7729,1428,630.4,1840010304
Shelburn,Shelburn,IN,39.1791,-87.3971,1428,868.3,1840010684
Hubbard,Hubbard,TX,31.847,-96.8003,1428,307.6,1840020784
Lookout Mountain,Lookout Mountain,AL,34.1091,-85.9585,1427,38.7,1840075152
Morgantown,Morgantown,IN,39.373,-86.2584,1427,958.8,1840009669
Delft Colony,Delft Colony,CA,36.5137,-119.4465,1427,810,1840024868
Charlotte,Charlotte,TX,28.8593,-98.7006,1426,261.3,1840019679
City View,City View,SC,34.862,-82.425,1426,1413.7,1840013496
China Grove,China Grove,TX,29.393,-98.3443,1426,110.9,1840023156
Pinconning,Pinconning,MI,43.8573,-83.9638,1426,670.3,1840002581
Wade,Wade,MS,30.6401,-88.5579,1426,114.5,1840013935
Union City,Union City,OH,40.1996,-84.7943,1425,698.1,1840012258
Kempner,Kempner,TX,31.0755,-97.9725,1425,198.7,1840019551
Cleora,Cleora,OK,36.5738,-94.948,1425,52.6,1840017696
Wheeler,Wheeler,TX,35.4411,-100.2752,1425,392.5,1840021759
Bonduel,Bonduel,WI,44.7383,-88.4476,1425,241.2,1840002263
Astor,Astor,FL,29.1635,-81.5349,1425,205.4,1840014046
Olive Hill,Olive Hill,KY,38.3037,-83.1682,1424,304.2,1840014289
East Griffin,East Griffin,GA,33.2439,-84.2318,1424,365.6,1840013098
Sundown,Sundown,TX,33.4576,-102.4908,1424,371.8,1840021985
Toulon,Toulon,IL,41.0935,-89.8633,1424,490.3,1840010303
Traer,Traer,IA,42.1895,-92.4639,1424,447.1,1840010128
Kilmarnock,Kilmarnock,VA,37.7118,-76.3834,1424,168.6,1840006370
Rincón,Rincon,PR,18.3389,-67.2515,1424,1139.4,1630035560
Glenmora,Glenmora,LA,30.9733,-92.5824,1423,315.4,1840017101
Ellington,Ellington,MO,37.2364,-90.9733,1423,364.5,1840008734
Palmyra,Palmyra,IN,38.4082,-86.1086,1423,501.5,1840009827
South Whitley,South Whitley,IN,41.084,-85.6278,1423,685.3,1840010291
Spencerville,Spencerville,NM,36.8244,-108.0563,1423,117,1840024852
Mountain Road,Mountain Road,VA,36.7585,-78.989,1423,42.2,1840024812
Locust Grove,Locust Grove,OK,36.1982,-95.1689,1422,326.2,1840021663
New Hope,New Hope,OR,42.3693,-123.359,1422,124.7,1840025485
Marshall,Marshall,AR,35.9084,-92.6459,1421,125.8,1840015352
Eagle Butte,Eagle Butte,SD,44.9939,-101.231,1421,413.4,1840000275
Silver Summit,Silver Summit,UT,40.7489,-111.514,1421,43.2,1840041658
Philo,Philo,IL,40.0033,-88.1563,1421,651.2,1840012235
Lone Jack,Lone Jack,MO,38.8706,-94.1852,1421,91,1840009679
Banner Hill,Banner Hill,TN,36.1223,-82.4203,1421,385.4,1840013353
Chesilhurst,Chesilhurst,NJ,39.7306,-74.8785,1421,324.1,1840001508
Mogul,Mogul,NV,39.5164,-119.923,1421,348.8,1840024130
Chinook,Chinook,MT,48.5902,-109.2319,1421,904.9,1840018358
Oakwood,Oakwood,IL,40.1101,-87.7769,1420,629.7,1840012186
Hamshire,Hamshire,TX,29.857,-94.3185,1420,146.1,1840112493
Atoka,Atoka,NM,32.7783,-104.3931,1420,72.8,1840025093
Niagara,Niagara,WI,45.7801,-87.9991,1420,205.2,1840003931
Lakeside,Lakeside,CA,35.2347,-119.0829,1420,207.3,1840153148
Bronson,Bronson,FL,29.4501,-82.6391,1419,98.6,1840015948
Crested Butte,Crested Butte,CO,38.8676,-106.9773,1419,594.8,1840021464
Lake Don Pedro,Lake Don Pedro,CA,37.659,-120.3329,1419,30.7,1840042847
Lincolndale,Lincolndale,NY,41.3356,-73.7252,1418,563.9,1840004924
Prince's Lakes,Prince's Lakes,IN,39.3514,-86.1094,1418,431.7,1840010615
Woodsville,Woodsville,NH,44.1423,-72.0256,1418,240.4,1840002199
Bratenahl,Bratenahl,OH,41.5538,-81.6055,1418,549,1840000589
Riverside,Riverside,UT,41.8106,-112.1403,1417,58.2,1840018700
Cibecue,Cibecue,AZ,34.0332,-110.4854,1417,118.6,1840017654
Uintah,Uintah,UT,41.1428,-111.9334,1417,477.1,1840022389
Mount Wolf,Mount Wolf,PA,40.0616,-76.7053,1417,1040.7,1840001456
Garberville,Garberville,CA,40.1003,-123.7948,1416,196.1,1840009251
Decatur,Decatur,AR,36.3402,-94.4578,1416,132.6,1840014442
Tyndall AFB,Tyndall AFB,FL,30.0856,-85.6075,1416,55.3,1840035791
Wathena,Wathena,KS,39.7602,-94.9396,1415,250.6,1840010556
Long Creek,Long Creek,IL,39.8053,-88.8474,1415,198.7,1840012427
Tonka Bay,Tonka Bay,MN,44.9167,-93.5885,1415,602.9,1840009999
Riesel,Riesel,TX,31.4763,-96.9303,1415,128.4,1840020812
Hudson,Hudson,PA,41.2773,-75.8312,1415,1048.7,1840035024
Sublette,Sublette,KS,37.4822,-100.8466,1414,590.1,1840009881
Warren Park,Warren Park,IN,39.7832,-86.0516,1414,1260.3,1840010575
Edinburg,Edinburg,VA,38.8235,-78.5634,1414,718.9,1840006001
Warner,Warner,OK,35.4905,-95.3087,1414,288.9,1840022724
Del Rey,Del Rey,CA,36.6565,-119.5981,1413,360.4,1840018938
Apple Mountain Lake,Apple Mountain Lake,VA,38.9231,-78.1033,1413,302.7,1840026696
Noank,Noank,CT,41.3339,-71.9978,1412,368.2,1840003351
Lake Dunlap,Lake Dunlap,TX,29.6683,-98.0773,1412,397.9,1840026038
Greilickville,Greilickville,MI,44.805,-85.6634,1412,148.4,1840006573
Hemphill,Hemphill,TX,31.3431,-93.8511,1411,203.9,1840020831
St. David,St. David,AZ,31.8958,-110.2224,1411,94.5,1840019493
Okarche,Okarche,OK,35.7251,-97.9757,1411,245.3,1840022687
Waverly,Waverly,IL,39.5925,-89.9526,1411,552.5,1840010590
Elkhart,Elkhart,TX,31.6276,-95.5789,1411,358,1840022130
Avon,Avon,MN,45.61,-94.4618,1411,351,1840006684
Monticello,Monticello,MS,31.5525,-90.1145,1411,127.7,1840017077
Cherry Branch,Cherry Branch,NC,34.9304,-76.8112,1411,469.8,1840151247
Ashley,Ashley,OH,40.4098,-82.9516,1410,979.9,1840003706
Prosperity,Prosperity,WV,37.8385,-81.1986,1410,227.9,1840006347
Taos,Taos,MO,38.5157,-92.0647,1410,85.2,1840009796
University of Pittsburgh Johnstown,University of Pittsburgh Johnstown,PA,40.2626,-78.8297,1410,969.4,1840043349
Roscoe,Roscoe,TX,32.4419,-100.5322,1410,184.2,1840020763
Woodbine,Woodbine,IA,41.7352,-95.7078,1409,401.8,1840010177
Bovina,Bovina,TX,34.5156,-102.8848,1409,431,1840019251
Diamond Ridge,Diamond Ridge,AK,59.7024,-151.5546,1409,12.2,1840023651
Troy,Troy,PA,41.7839,-76.7898,1408,685.7,1840000521
Lluveras,Lluveras,PR,18.038,-66.9037,1408,663.4,1630023549
Mount Olive,Mount Olive,MS,31.7539,-89.656,1408,221.4,1840017071
Wymore,Wymore,NE,40.1221,-96.6642,1408,285.7,1840010434
Captains Cove,Captains Cove,VA,38.0003,-75.4173,1408,164.4,1840024722
Barrackville,Barrackville,WV,39.5014,-80.1696,1408,719.1,1840005735
Pinewood Estates,Pinewood Estates,TX,30.1692,-94.3207,1407,35.1,1840037096
Charenton,Charenton,LA,29.8685,-91.5388,1407,121.3,1840014018
Tri-Lakes,Tri-Lakes,IN,41.2507,-85.4433,1407,173,1840005007
Russells Point,Russells Point,OH,40.4681,-83.8939,1407,595.7,1840012155
West Conshohocken,West Conshohocken,PA,40.0702,-75.3188,1407,623.2,1840001380
Wilson,Wilson,WY,43.486,-110.8937,1407,25,1840018612
Rogers,Rogers,TX,30.93,-97.229,1406,522.5,1840022156
Montgomery,Montgomery,PA,41.171,-76.8738,1406,1055.2,1840000631
Goodman,Goodman,MS,32.9677,-89.9128,1406,642.5,1840016880
Meade,Meade,KS,37.2836,-100.343,1406,366.2,1840008751
Milford,Milford,PA,41.3238,-74.8012,1405,1144.1,1840003434
Woxall,Woxall,PA,40.3118,-75.452,1405,219.4,1840035269
New Middletown,New Middletown,OH,40.9646,-80.5597,1405,614.2,1840011779
Oblong,Oblong,IL,39.0022,-87.9107,1405,540.6,1840012755
Tolar,Tolar,TX,32.3895,-97.919,1405,491.4,1840022081
Mashpee Neck,Mashpee Neck,MA,41.6119,-70.4666,1405,427.8,1840031246
Chesterfield,Chesterfield,SC,34.733,-80.0778,1404,141.2,1840016583
Highfill,Highfill,AR,36.2767,-94.3237,1404,29.6,1840015290
Nashville,Nashville,MI,42.6032,-85.0941,1404,267.7,1840011090
Avalon,Avalon,NJ,39.0906,-74.7356,1404,131.7,1840003808
Blossom,Blossom,TX,33.6633,-95.3837,1404,202.3,1840019329
Rapid City,Rapid City,MI,44.8366,-85.2871,1403,106.7,1840023934
Philmont,Philmont,NY,42.2478,-73.6462,1403,316.7,1840004631
Virginia,Virginia,IL,39.9524,-90.2108,1402,442.3,1840010528
La Grulla,La Grulla,TX,26.2721,-98.6483,1402,623.8,1840021018
Edgar,Edgar,WI,44.9229,-89.9626,1402,290,1840002169
Fort Loramie,Fort Loramie,OH,40.3442,-84.3694,1402,548.9,1840012194
Palma Sola,Palma Sola,PR,18.324,-65.8715,1401,389.1,1630143210
Central Garage,Central Garage,VA,37.7458,-77.1316,1401,97,1840024751
Bunker Hill,Bunker Hill,IL,39.0416,-89.9511,1400,442.3,1840007365
Oquawka,Oquawka,IL,40.9379,-90.9499,1400,355.4,1840011796
Rutledge,Rutledge,TN,36.2757,-83.5311,1400,103.1,1840017722
Seabrook,Seabrook,SC,32.5227,-80.7479,1400,102.2,1840106446
Auxvasse,Auxvasse,MO,39.0174,-91.8958,1400,628.5,1840007416
Crandon Lakes,Crandon Lakes,NJ,41.1234,-74.8403,1400,184.5,1840004954
Paul,Paul,ID,42.6052,-113.7847,1399,904.2,1840020068
Frankston,Frankston,TX,32.0561,-95.5043,1399,186.8,1840022131
Belhaven,Belhaven,NC,35.5428,-76.6232,1398,300.8,1840015400
Audubon Park,Audubon Park,KY,38.205,-85.727,1398,1680,1840013199
Kyle,Kyle,SD,43.4245,-102.1801,1398,236.2,1840004199
Fulton,Fulton,TX,28.0706,-97.0429,1398,330.1,1840022249
Helena,Helena,OK,36.5463,-98.2718,1398,1388.9,1840021610
West Mountain,West Mountain,UT,40.051,-111.785,1398,50.1,1840037253
Rock Hall,Rock Hall,MD,39.139,-76.243,1397,451.1,1840005800
Browntown,Browntown,PA,41.3139,-75.7826,1397,1228.9,1840034880
Nooksack,Nooksack,WA,48.9276,-122.3186,1397,707.8,1840019753
Battle Creek,Battle Creek,NE,41.9981,-97.5994,1397,822.5,1840007036
Rollingwood,Rollingwood,TX,30.2736,-97.7867,1397,736.3,1840020889
Buckeystown,Buckeystown,MD,39.3264,-77.4279,1397,545,1840024450
Fifth Street,Fifth Street,TX,29.5982,-95.552,1397,1162.1,1840018264
Clear Lake,Clear Lake,SD,44.7644,-96.6768,1396,191.6,1840000298
Fort Benton,Fort Benton,MT,47.8291,-110.6557,1396,237.4,1840019783
Gasport,Gasport,NY,43.1938,-78.5762,1396,196.4,1840004270
Quincy,Quincy,MI,41.9424,-84.8826,1395,352,1840011375
Laflin,Laflin,PA,41.2898,-75.7943,1395,423.7,1840000757
Coulee Dam,Coulee Dam,WA,47.9689,-118.9759,1394,730.9,1840022270
Mikes,Mikes,TX,26.3147,-98.6336,1394,1311.6,1840041177
Kittitas,Kittitas,WA,46.9837,-120.4189,1394,663.8,1840019843
Tiltonsville,Tiltonsville,OH,40.1721,-80.6973,1394,1018.2,1840012130
Rock Island,Rock Island,WA,47.3733,-120.142,1393,424.7,1840019796
Shelton,Shelton,NE,40.7784,-98.7294,1393,493.1,1840011835
Koontz Lake,Koontz Lake,IN,41.4169,-86.4827,1393,156.7,1840004908
Westwood,Westwood,CA,40.3049,-121.0036,1393,96.4,1840018727
Nederland,Nederland,CO,39.9633,-105.5071,1392,382.3,1840022424
Sumas,Sumas,WA,48.9955,-122.2694,1392,369.7,1840021045
South Browning,South Browning,MT,48.5459,-113.0127,1392,287.4,1840032848
Shoemakersville,Shoemakersville,PA,40.5004,-75.97,1392,968.2,1840001189
Rehoboth Beach,Rehoboth Beach,DE,38.7172,-75.0845,1392,521.6,1840006070
Cadott,Cadott,WI,44.9502,-91.1532,1391,154.1,1840002107
Ballplay,Ballplay,AL,34.0179,-85.7852,1391,25,1840022887
Aurora,Aurora,TX,33.056,-97.5096,1390,155.3,1840019383
Westhaven-Moonstone,Westhaven-Moonstone,CA,41.0447,-124.1023,1390,62.1,1840074748
Kearney Park,Kearney Park,MS,32.5897,-90.3158,1390,167.7,1840025892
Bigfoot,Bigfoot,TX,29.0619,-98.8521,1390,11.1,1840018280
Plainview,Plainview,NE,42.3534,-97.7871,1389,513.7,1840009136
Central High,Central High,OK,34.617,-98.0892,1389,11,1840022829
Smithville,Smithville,OH,40.8625,-81.8604,1389,415.5,1840011899
Lakeport,Lakeport,TX,32.405,-94.7102,1389,303,1840020748
Elizabeth,Elizabeth,PA,40.2715,-79.8872,1388,1610.7,1840001229
Morrisonville,Morrisonville,NY,44.6941,-73.5552,1388,178.1,1840004038
Gorman,Gorman,TX,32.2136,-98.6721,1388,351.3,1840020765
Pleasant Grove,Pleasant Grove,OH,39.9513,-81.9592,1388,177.9,1840005539
Sandia Knolls,Sandia Knolls,NM,35.1604,-106.2987,1387,208.9,1840033703
Brookside,Brookside,NJ,40.7944,-74.5661,1387,224.8,1840033236
Alamance,Alamance,NC,36.0285,-79.489,1387,621.5,1840017736
Iraan,Iraan,TX,30.9129,-101.9001,1387,783.7,1840019552
Pomeroy,Pomeroy,WA,46.4738,-117.5964,1387,277.3,1840019891
Garrochales,Garrochales,PR,18.4572,-66.5675,1387,703.9,1630035672
Roland,Roland,IA,42.1661,-93.5028,1386,463.2,1840009176
Gardner,Gardner,IL,41.1931,-88.3146,1386,189.5,1840011616
Hurley,Hurley,MS,30.6638,-88.4994,1386,96.2,1840013932
Arden on the Severn,Arden on the Severn,MD,39.0677,-76.5964,1386,393.8,1840031474
Larimore,Larimore,ND,47.9091,-97.6269,1385,833.4,1840000103
Lomas,Lomas,PR,18.2688,-65.9096,1385,1038.6,1630035509
Sistersville,Sistersville,WV,39.5597,-80.9988,1385,980.4,1840005746
Holland,Holland,TX,30.8835,-97.4025,1385,369.5,1840022157
Moody,Moody,TX,31.3086,-97.3596,1385,612.7,1840020817
Reese,Reese,MI,43.4528,-83.6893,1384,389.7,1840010972
Walnut Creek,Walnut Creek,OH,40.5427,-81.7213,1384,249.5,1840026483
Rich Hill,Rich Hill,MO,38.0958,-94.3633,1384,396.3,1840009811
Alamosa East,Alamosa East,CO,37.4766,-105.8397,1384,117.3,1840036558
Fosston,Fosston,MN,47.5856,-95.7577,1384,279.8,1840007704
Daguao,Daguao,PR,18.2217,-65.6798,1383,1145.2,1630035659
South Wenatchee,South Wenatchee,WA,47.3885,-120.2829,1383,448.9,1840037106
New Paris,New Paris,OH,39.8565,-84.792,1383,744.6,1840012496
Fairview,Fairview,UT,39.6299,-111.4368,1382,440.5,1840020203
Liberty,Liberty,UT,41.3426,-111.8649,1382,64.1,1840037164
Roslyn Estates,Roslyn Estates,NY,40.7937,-73.6612,1382,1224.5,1840005322
Fairmead,Fairmead,CA,37.0775,-120.1937,1382,56.6,1840024767
Red Lake,Red Lake,AZ,35.3579,-112.1705,1382,16.6,1840027974
South River,South River,NM,36.7892,-108.06,1382,101.7,1840153136
Jones Valley,Jones Valley,CA,40.6999,-122.2405,1382,76.2,1840153146
University Heights,University Heights,IA,41.6551,-91.5589,1381,2362.3,1840010190
Gleason,Gleason,TN,36.2174,-88.6107,1381,263.2,1840016071
Loganville,Loganville,PA,39.8558,-76.7079,1381,506.1,1840001454
Remington,Remington,IN,40.7667,-87.1391,1380,142,1840010292
Talpa,Talpa,NM,36.3421,-105.5923,1380,366.7,1840026912
Winthrop,Winthrop,MN,44.5424,-94.3598,1380,398.7,1840010013
Alton,Alton,IA,42.9876,-96.0094,1380,311.4,1840006869
Clintwood,Clintwood,VA,37.1507,-82.4573,1379,290.2,1840006459
Colwich,Colwich,KS,37.7818,-97.5363,1378,391.5,1840007564
Galveston,Galveston,IN,40.5766,-86.1924,1378,905.7,1840010362
Webb,Webb,AL,31.2572,-85.2896,1378,49.3,1840017134
Dover Beaches South,Dover Beaches South,NJ,39.9539,-74.0806,1378,763.8,1840005529
Pleasant Hill,Pleasant Hill,OH,40.0506,-84.3462,1377,917.6,1840012378
Elton,Elton,LA,30.4813,-92.6976,1377,307.3,1840017197
Upper Lake,Upper Lake,CA,39.1655,-122.9052,1377,281.5,1840018805
Robie Creek,Robie Creek,ID,43.6681,-116.0209,1377,17.7,1840042429
Manly,Manly,IA,43.2883,-93.2008,1377,404,1840009028
McDade,McDade,TX,30.2817,-97.2453,1376,121.3,1840026027
Franklinville,Franklinville,NC,35.7421,-79.6893,1375,345.6,1840016253
East Palatka,East Palatka,FL,29.6502,-81.5997,1375,197.3,1840013115
Choudrant,Choudrant,LA,32.5503,-92.5121,1375,133,1840018084
Castle Dale,Castle Dale,UT,39.2218,-111.023,1375,236.4,1840018799
Arma,Arma,KS,37.5429,-94.7023,1375,463.7,1840007592
Fivepointville,Fivepointville,PA,40.1828,-76.0554,1375,386.7,1840024334
Westlake,Westlake,TX,32.9809,-97.2041,1374,84.8,1840022994
New Rockford,New Rockford,ND,47.6798,-99.1377,1374,320.9,1840000115
Pleasant Hill,Pleasant Hill,MS,34.9188,-89.8917,1374,136.2,1840148818
Weweantic,Weweantic,MA,41.7396,-70.7346,1374,391.7,1840031245
Georgiana,Georgiana,AL,31.6391,-86.7468,1374,98.9,1840003191
Dewart,Dewart,PA,41.1099,-76.8707,1374,246,1840026370
Legend Lake,Legend Lake,WI,44.8909,-88.544,1373,32,1840004029
West Hills,West Hills,PA,40.8291,-79.5452,1373,157.6,1840035386
Sweet Springs,Sweet Springs,MO,38.9649,-93.4152,1373,332.5,1840009614
De Graff,De Graff,OH,40.3127,-83.9167,1373,536.8,1840012152
Lake Ketchum,Lake Ketchum,WA,48.2823,-122.3423,1373,158.7,1840037852
Lake LeAnn,Lake LeAnn,MI,42.0599,-84.4309,1373,362,1840151363
Hanna City,Hanna City,IL,40.6936,-89.8059,1372,406,1840011922
Beechwood Village,Beechwood Village,KY,38.2555,-85.6295,1372,1861,1840013207
Elverson,Elverson,PA,40.1559,-75.8304,1372,529.9,1840001426
Graysville,Graysville,TN,35.4494,-85.0762,1372,539,1840016286
Tenaha,Tenaha,TX,31.944,-94.2457,1372,164.5,1840023114
Oak Bluffs,Oak Bluffs,MA,41.4551,-70.5657,1372,372.1,1840153101
New Beaver,New Beaver,PA,40.8773,-80.3702,1371,38,1840003571
Stratford,Stratford,TX,36.3376,-102.076,1371,318.8,1840021666
Shepherd,Shepherd,MI,43.5235,-84.6927,1371,556.7,1840010963
Forest Meadows,Forest Meadows,CA,38.1717,-120.399,1371,135.8,1840017592
Glyndon,Glyndon,MN,46.8709,-96.5784,1371,332.5,1840007730
Boswell,Boswell,PA,40.1615,-79.0274,1370,739,1840003732
Lake Hamilton,Lake Hamilton,FL,28.0478,-81.627,1370,188.7,1840017240
Cerro Gordo,Cerro Gordo,IL,39.8892,-88.7346,1370,675.5,1840010484
Renville,Renville,MN,44.7908,-95.2048,1370,371.4,1840008953
Lauderdale Lakes,Lauderdale Lakes,WI,42.7709,-88.5778,1370,129.1,1840042476
Stella,Stella,PR,18.324,-67.2464,1369,1320.7,1630023615
Enosburg Falls,Enosburg Falls,VT,44.9083,-72.8026,1369,147.8,1840004032
Hayfield,Hayfield,MN,43.8902,-92.8471,1368,398.2,1840006807
Garretson,Garretson,SD,43.7147,-96.5028,1367,395.9,1840002652
White Sands,White Sands,NM,32.3804,-106.4791,1366,125,1840019417
Fairview Park,Fairview Park,IN,39.6821,-87.4143,1366,548.5,1840010520
Clarksville,Clarksville,IA,42.7798,-92.668,1366,396.9,1840006912
Church Rock,Church Rock,NM,35.5692,-108.573,1366,28.5,1840017762
Fort Ashby,Fort Ashby,WV,39.4973,-78.7646,1366,135.6,1840005720
St. Vincent College,St. Vincent College,PA,40.2914,-79.4054,1366,1016,1840043397
Harristown,Harristown,IL,39.8429,-89.0608,1365,278.1,1840012426
Crooks,Crooks,SD,43.6592,-96.8094,1365,675.2,1840000340
Yarrow Point,Yarrow Point,WA,47.6492,-122.2191,1365,1191.5,1840022300
Black Rock,Black Rock,NM,35.0835,-108.7975,1365,287,1840017764
Cassville,Cassville,WV,39.675,-80.0678,1365,113.4,1840005644
Fort Sumner,Fort Sumner,NM,34.479,-104.2332,1364,151.5,1840022827
Cross Roads,Cross Roads,TX,33.2291,-96.9985,1364,64.6,1840022006
Sanborn,Sanborn,IA,43.1814,-95.6554,1364,279.4,1840009050
Beaver,Beaver,WV,37.7356,-81.15,1364,121,1840006344
Avondale,Avondale,PA,39.8248,-75.7819,1364,1076.4,1840001423
Millbrook,Millbrook,NY,41.7842,-73.6937,1364,278.6,1840004749
Medicine Lodge,Medicine Lodge,KS,37.2851,-98.5812,1364,498.1,1840008754
Point MacKenzie,Point MacKenzie,AK,61.3498,-150.0664,1364,3.1,1840023659
Jonesville,Jonesville,LA,31.6238,-91.83,1364,277,1840017052
Babbitt,Babbitt,MN,47.6443,-91.9461,1364,5.3,1840006591
Palestine,Palestine,IL,39.0016,-87.6125,1363,587,1840012756
Callaway,Callaway,MD,38.2324,-76.5231,1363,107,1840068267
Montrose,Montrose,PA,41.8335,-75.8761,1363,458.7,1840003325
Pacific City,Pacific City,OR,45.2054,-123.9536,1362,128.1,1840018551
Encantada-Ranchito-El Calaboz,Encantada-Ranchito-El Calaboz,TX,26.0338,-97.6337,1362,268.9,1840073286
Highland Park,Highland Park,PA,40.6216,-77.5707,1361,815.7,1840005371
Cannelton,Cannelton,IN,37.9106,-86.7377,1361,352.6,1840007521
West Blocton,West Blocton,AL,33.1186,-87.1253,1361,96.4,1840016894
Sundance,Sundance,WY,44.4048,-104.3626,1361,182,1840022348
Aberdeen,Aberdeen,OH,38.6713,-83.7704,1360,424.3,1840010685
Lincoln,Lincoln,MO,38.394,-93.3313,1360,492.1,1840009800
Millers Creek,Millers Creek,NC,36.1909,-81.2356,1360,126,1840013338
Tornillo,Tornillo,TX,31.4366,-106.1033,1360,120.6,1840019524
Pemberville,Pemberville,OH,41.4096,-83.4587,1360,462.1,1840011561
Bedford,Bedford,IA,40.6711,-94.724,1360,359.1,1840007188
Girardville,Girardville,PA,40.7922,-76.283,1360,1026.3,1840002760
Queen Anne,Queen Anne,MD,38.9021,-76.6973,1360,52.4,1840149380
Oakland,Oakland,OR,43.4233,-123.2969,1360,566.1,1840020036
Dalton,Dalton,PA,41.5382,-75.739,1359,166.4,1840003379
Brightwood,Brightwood,VA,38.4132,-78.188,1359,99.5,1840026738
Sanford,Sanford,CO,37.2574,-105.9007,1359,333.1,1840022567
Irwindale,Irwindale,CA,34.1121,-117.9636,1359,59.7,1840019238
Colfax,Colfax,WI,44.997,-91.7264,1359,328.6,1840002144
Stryker,Stryker,OH,41.5026,-84.4182,1359,609,1840011524
Wingdale,Wingdale,NY,41.6376,-73.5687,1358,196.9,1840085971
Spring Valley,Spring Valley,WI,44.8498,-92.2442,1358,138.5,1840002282
Franklin,Franklin,TX,31.025,-96.4876,1358,523.1,1840020849
